Schema,Code,StructureLabel,Description,AlphaBetaRatio
FMA (3.2),46634, Left middle pharyngeal constrictor, Left middle pharyngeal constrictor,0
FMA (3.2),18895, Left middle rectal vein, Left middle rectal vein,0
FMA (3.2),14756, Left middle suprarenal artery, Left middle suprarenal artery,0
FMA (3.2),72686, Left middle temporal gyrus, Left middle temporal gyrus,0
FMA (3.2),22879, Left multifidus, Left multifidus,0
FMA (3.2),37066, Left musculocutaneous nerve, Left musculocutaneous nerve,0
FMA (3.2),46322, Left mylohyoid, Left mylohyoid,0
FMA (3.2),53648, Left nasal bone, Left nasal bone,0
FMA (3.2),276110, Left nasal cavity, Left nasal cavity,0
FMA (3.2),59649, Left nasal vestibule, Left nasal vestibule,0
FMA (3.2),276135, Left nasal vestibule proper, Left nasal vestibule proper,0
FMA (3.2),55607, Left nasalis, Left nasalis,0
FMA (3.2),232656, Left nasolabial lymph node, Left nasolabial lymph node,0
FMA (3.2),9785, Left ninth external intercostal muscle, Left ninth external intercostal muscle,0
FMA (3.2),71159, Left ninth innermost intercostal muscle, Left ninth innermost intercostal muscle,0
FMA (3.2),234446, Left ninth intercostal lymph node, Left ninth intercostal lymph node,0
FMA (3.2),223985, Left ninth intercostal lymphatic chain, Left ninth intercostal lymphatic chain,0
FMA (3.2),9809, Left ninth internal intercostal muscle, Left ninth internal intercostal muscle,0
FMA (3.2),82383, Left ninth levator costae, Left ninth levator costae,0
FMA (3.2),8391, Left ninth rib, Left ninth rib,0
FMA (3.2),6308, Left ninth thoracic nerve, Left ninth thoracic nerve,0
FMA (3.2),81523, Left ninth thoracic rotator, Left ninth thoracic rotator,0
FMA (3.2),46585, Left oblique arytenoid, Left oblique arytenoid,0
FMA (3.2),32537, Left obliquus capitis inferior, Left obliquus capitis inferior,0
FMA (3.2),32535, Left obliquus capitis superior, Left obliquus capitis superior,0
FMA (3.2),22327, Left obturator externus, Left obturator externus,0
FMA (3.2),22325, Left obturator internus, Left obturator internus,0
FMA (3.2),18916, Left obturator vein, Left obturator vein,0
FMA (3.2),232554, Left occipital lymph node, Left occipital lymph node,0
FMA (3.2),223788, Left occipital lymphatic chain, Left occipital lymphatic chain,0
FMA (3.2),81013, Left occipital triangle, Left occipital triangle,0
FMA (3.2),51490, Left occipital vein, Left occipital vein,0
FMA (3.2),50880, Left oculomotor nerve, Left oculomotor nerve,0
FMA (3.2),223177, Left olfactory bulb, Left olfactory bulb,0
FMA (3.2),52593, Left olfactory nerve, Left olfactory nerve,0
FMA (3.2),13349, Left omohyoid, Left omohyoid,0
FMA (3.2),37391, Left opponens pollicis, Left opponens pollicis,0
FMA (3.2),46793, Left orbicularis oculi, Left orbicularis oculi,0
FMA (3.2),53083, Left orbit, Left orbit,0
FMA (3.2),84963, Left orbital cavity, Left orbital cavity,0
FMA (3.2),54668, Left orbital compartment, Left orbital compartment,0
FMA (3.2),14763, Left ovarian artery, Left ovarian artery,0
FMA (3.2),14347, Left ovarian vein, Left ovarian vein,0
FMA (3.2),53656, Left palatine bone, Left palatine bone,0
FMA (3.2),46710, Left palatoglossus, Left palatoglossus,0
FMA (3.2),46672, Left palatopharyngeus, Left palatopharyngeus,0
FMA (3.2),37395, Left palmaris brevis, Left palmaris brevis,0
FMA (3.2),38464, Left palmaris longus, Left palmaris longus,0
FMA (3.2),81257, Left paracentral lobule, Left paracentral lobule,0
FMA (3.2),72706, Left parahippocampal gyrus, Left parahippocampal gyrus,0
FMA (3.2),232600, Left paramammary lymph node, Left paramammary lymph node,0
FMA (3.2),5934, Left parasternal lymph node, Left parasternal lymph node,0
FMA (3.2),72708, Left paraterminal gyrus, Left paraterminal gyrus,0
FMA (3.2),5955, Left paratracheal lymph node, Left paratracheal lymph node,0
FMA (3.2),224039, Left paratracheal lymphatic chain, Left paratracheal lymphatic chain,0
FMA (3.2),52789, Left parietal bone, Left parietal bone,0
FMA (3.2),52004, Left parietal emissary vein, Left parietal emissary vein,0
FMA (3.2),275909, Left parietal operculum, Left parietal operculum,0
FMA (3.2),51486, Left parietal vein, Left parietal vein,0
FMA (3.2),223806, Left parotid lymphatic chain, Left parotid lymphatic chain,0
FMA (3.2),223820, Left parotid lymphatic chain proper, Left parotid lymphatic chain proper,0
FMA (3.2),24487, Left patella, Left patella,0
FMA (3.2),22451, Left pectineus, Left pectineus,0
FMA (3.2),224536, Left pectoral axillary lymph node group, Left pectoral axillary lymph node group,0
FMA (3.2),232572, Left pectoral lymph node, Left pectoral lymph node,0
FMA (3.2),13374, Left pectoralis major, Left pectoralis major,0
FMA (3.2),13376, Left pectoralis minor, Left pectoralis minor,0
FMA (3.2),24052, Left pedicle of axis, Left pedicle of axis,0
FMA (3.2),11895, Left pedicle of eighth thoracic vertebra, Left pedicle of eighth thoracic vertebra,0
FMA (3.2),12086, Left pedicle of eleventh thoracic vertebra, Left pedicle of eleventh thoracic vertebra,0
FMA (3.2),26364, Left pedicle of fifth cervical vertebra, Left pedicle of fifth cervical vertebra,0
FMA (3.2),16108, Left pedicle of fifth lumbar vertebra, Left pedicle of fifth lumbar vertebra,0
FMA (3.2),11835, Left pedicle of fifth thoracic vertebra, Left pedicle of fifth thoracic vertebra,0
FMA (3.2),16100, Left pedicle of first lumbar vertebra, Left pedicle of first lumbar vertebra,0
FMA (3.2),31837, Left pedicle of first sacral segment, Left pedicle of first sacral segment,0
FMA (3.2),10544, Left pedicle of first thoracic vertebra, Left pedicle of first thoracic vertebra,0
FMA (3.2),26314, Left pedicle of fourth cervical vertebra, Left pedicle of fourth cervical vertebra,0
FMA (3.2),16106, Left pedicle of fourth lumbar vertebra, Left pedicle of fourth lumbar vertebra,0
FMA (3.2),11815, Left pedicle of fourth thoracic vertebra, Left pedicle of fourth thoracic vertebra,0
FMA (3.2),11915, Left pedicle of ninth thoracic vertebra, Left pedicle of ninth thoracic vertebra,0
FMA (3.2),16102, Left pedicle of second lumbar vertebra, Left pedicle of second lumbar vertebra,0
FMA (3.2),12019, Left pedicle of second thoracic vertebra, Left pedicle of second thoracic vertebra,0
FMA (3.2),26467, Left pedicle of seventh cervical vertebra, Left pedicle of seventh cervical vertebra,0
FMA (3.2),11875, Left pedicle of seventh thoracic vertebra, Left pedicle of seventh thoracic vertebra,0
FMA (3.2),26417, Left pedicle of sixth cervical vertebra, Left pedicle of sixth cervical vertebra,0
FMA (3.2),11855, Left pedicle of sixth thoracic vertebra, Left pedicle of sixth thoracic vertebra,0
FMA (3.2),11936, Left pedicle of tenth thoracic vertebra, Left pedicle of tenth thoracic vertebra,0
FMA (3.2),24241, Left pedicle of third cervical vertebra, Left pedicle of third cervical vertebra,0
FMA (3.2),16104, Left pedicle of third lumbar vertebra, Left pedicle of third lumbar vertebra,0
FMA (3.2),11795, Left pedicle of third thoracic vertebra, Left pedicle of third thoracic vertebra,0
FMA (3.2),10523, Left pedicle of thoracic vertebra, Left pedicle of thoracic vertebra,0
FMA (3.2),12109, Left pedicle of twelfth thoracic vertebra, Left pedicle of twelfth thoracic vertebra,0
FMA (3.2),45341, Left perforating cutaneous nerve, Left perforating cutaneous nerve,0
FMA (3.2),29722, Left perianal space, Left perianal space,0
FMA (3.2),4796, Left pericardiacophrenic vein, Left pericardiacophrenic vein,0
FMA (3.2),265316, Left perirenal space, Left perirenal space,0
FMA (3.2),60055, Left pharyngotympanic tube, Left pharyngotympanic tube,0
FMA (3.2),6193, Left phrenic nerve, Left phrenic nerve,0
FMA (3.2),22341, Left piriformis, Left piriformis,0
FMA (3.2),24442, Left pisiform, Left pisiform,0
FMA (3.2),22561, Left plantaris, Left plantaris,0
FMA (3.2),45740, Left platysma, Left platysma,0
FMA (3.2),9831, Left pleural sac, Left pleural sac,0
FMA (3.2),51338, Left pontomesencephalic vein, Left pontomesencephalic vein,0
FMA (3.2),229191, Left popliteal lymphatic chain, Left popliteal lymphatic chain,0
FMA (3.2),22592, Left popliteus, Left popliteus,0
FMA (3.2),15415, Left portal vein, Left portal vein,0
FMA (3.2),72666, Left postcentral gyrus, Left postcentral gyrus,0
FMA (3.2),9451, Left posterior basal segmental vein, Left posterior basal segmental vein,0
FMA (3.2),46578, Left posterior crico-arytenoid, Left posterior crico-arytenoid,0
FMA (3.2),5943, Left posterior diaphragmatic lymph node, Left posterior diaphragmatic lymph node,0
FMA (3.2),57473, Left posterior ethmoidal cell, Left posterior ethmoidal cell,0
FMA (3.2),78206, Left posterior inferior phrenic vein, Left posterior inferior phrenic vein,0
FMA (3.2),5949, Left posterior mediastinal lymph node, Left posterior mediastinal lymph node,0
FMA (3.2),265310, Left posterior pararenal space, Left posterior pararenal space,0
FMA (3.2),235628, Left posterior prostatic lymphatic tree, Left posterior prostatic lymphatic tree,0
FMA (3.2),9438, Left posterior segmental vein, Left posterior segmental vein,0
FMA (3.2),60192, Left posterior semicircular canal, Left posterior semicircular canal,0
FMA (3.2),276029, Left posterior tibial lymph node, Left posterior tibial lymph node,0
FMA (3.2),72694, Left posterior transverse temporal gyrus, Left posterior transverse temporal gyrus,0
FMA (3.2),61597, Left posterior triangle of neck, Left posterior triangle of neck,0
FMA (3.2),51028, Left posterior vein of corpus callosum, Left posterior vein of corpus callosum,0
FMA (3.2),72674, Left precuneus, Left precuneus,0
FMA (3.2),51482, Left prefrontal vein, Left prefrontal vein,0
FMA (3.2),275064, Left prehippocampal rudiment, Left prehippocampal rudiment,0
FMA (3.2),224636, Left prelaryngeal lymph node, Left prelaryngeal lymph node,0
FMA (3.2),224656, Left prelaryngeal lymphatic chain, Left prelaryngeal lymphatic chain,0
FMA (3.2),232623, Left prepericardial lymph node, Left prepericardial lymph node,0
FMA (3.2),54766, Left presellar sphenoidal sinus, Left presellar sphenoidal sinus,0
FMA (3.2),224632, Left pretracheal lymph node, Left pretracheal lymph node,0
FMA (3.2),224660, Left pretracheal lymphatic chain, Left pretracheal lymphatic chain,0
FMA (3.2),276922, Left pre-vascular lymph node, Left pre-vascular lymph node,0
FMA (3.2),276912, Left prevertebral lymph node, Left prevertebral lymph node,0
FMA (3.2),55611, Left procerus, Left procerus,0
FMA (3.2),38455, Left pronator quadratus, Left pronator quadratus,0
FMA (3.2),38452, Left pronator teres, Left pronator teres,0
FMA (3.2),276017, Left proximal deep inguinal lymph node, Left proximal deep inguinal lymph node,0
FMA (3.2),22343, Left psoas major, Left psoas major,0
FMA (3.2),22352, Left psoas minor, Left psoas minor,0
FMA (3.2),54886, Left pterygoid compartment, Left pterygoid compartment,0
FMA (3.2),84972, Left pterygoid fossa, Left pterygoid fossa,0
FMA (3.2),16597, Left pubis, Left pubis,0
FMA (3.2),21864, Left pudendal nerve, Left pudendal nerve,0
FMA (3.2),50873, Left pulmonary artery, Left pulmonary artery,0
FMA (3.2),9751, Left pulmonary hilum, Left pulmonary hilum,0
FMA (3.2),233095, Left pulmonary lymph node group, Left pulmonary lymph node group,0
FMA (3.2),68001, Left pulmonary lymphatic chain, Left pulmonary lymphatic chain,0
FMA (3.2),58254, Left pupil, Left pupil,0
FMA (3.2),22347, Left pyramidalis, Left pyramidalis,0
FMA (3.2),22339, Left quadratus femoris, Left quadratus femoris,0
FMA (3.2),22349, Left quadratus lumborum, Left quadratus lumborum,0
FMA (3.2),22445, Left quadriceps femoris, Left quadriceps femoris,0
FMA (3.2),37071, Left radial nerve, Left radial nerve,0
FMA (3.2),23465, Left radius, Left radius,0
FMA (3.2),13378, Left rectus abdominis, Left rectus abdominis,0
FMA (3.2),46314, Left rectus capitis anterior, Left rectus capitis anterior,0
FMA (3.2),46318, Left rectus capitis lateralis, Left rectus capitis lateralis,0
FMA (3.2),32531, Left rectus capitis posterior major, Left rectus capitis posterior major,0
FMA (3.2),32533, Left rectus capitis posterior minor, Left rectus capitis posterior minor,0
FMA (3.2),14753, Left renal artery, Left renal artery,0
FMA (3.2),14336, Left renal vein, Left renal vein,0
FMA (3.2),223794, Left retro-auricular lymphatic chain, Left retro-auricular lymphatic chain,0
FMA (3.2),224628, Left retropharyngeal lymph node, Left retropharyngeal lymph node,0
FMA (3.2),85038, Left retropubic compartment, Left retropubic compartment,0
FMA (3.2),22066, Left retropubic space, Left retropubic space,0
FMA (3.2),13382, Left rhomboid major, Left rhomboid major,0
FMA (3.2),13384, Left rhomboid minor, Left rhomboid minor,0
FMA (3.2),46840, Left risorius, Left risorius,0
FMA (3.2),264843, Left sac of tunica vaginalis, Left sac of tunica vaginalis,0
FMA (3.2),31745, Left sacral cornu, Left sacral cornu,0
FMA (3.2),46670, Left salpingopharyngeus, Left salpingopharyngeus,0
FMA (3.2),22355, Left sartorius, Left sartorius,0
FMA (3.2),13393, Left scalenus anterior, Left scalenus anterior,0
FMA (3.2),13391, Left scalenus medius, Left scalenus medius,0
FMA (3.2),13389, Left scalenus posterior, Left scalenus posterior,0
FMA (3.2),24436, Left scaphoid, Left scaphoid,0
FMA (3.2),54884, Left scaphoid compartment, Left scaphoid compartment,0
FMA (3.2),84975, Left scaphoid fossa, Left scaphoid fossa,0
FMA (3.2),13396, Left scapula, Left scapula,0
FMA (3.2),58272, Left sclera, Left sclera,0
FMA (3.2),18254, Left scrotal sac, Left scrotal sac,0
FMA (3.2),81540, Left second anterior cervical intertransversarius, Left second anterior cervical intertransversarius,0
FMA (3.2),6451, Left second cervical nerve, Left second cervical nerve,0
FMA (3.2),9778, Left second external intercostal muscle, Left second external intercostal muscle,0
FMA (3.2),9813, Left second innermost intercostal muscle, Left second innermost intercostal muscle,0
FMA (3.2),234404, Left second intercostal lymph node, Left second intercostal lymph node,0
FMA (3.2),223943, Left second intercostal lymphatic chain, Left second intercostal lymphatic chain,0
FMA (3.2),9802, Left second internal intercostal muscle, Left second internal intercostal muscle,0
FMA (3.2),81617, Left second interspinalis lumborum, Left second interspinalis lumborum,0
FMA (3.2),81589, Left second lateral lumbar intertransversarius, Left second lateral lumbar intertransversarius,0
FMA (3.2),82369, Left second levator costae, Left second levator costae,0
FMA (3.2),6413, Left second lumbar nerve, Left second lumbar nerve,0
FMA (3.2),6927, Left second lumbar splanchnic nerve, Left second lumbar splanchnic nerve,0
FMA (3.2),81579, Left second medial lumbar intertransversarius, Left second medial lumbar intertransversarius,0
FMA (3.2),24467, Left second metacarpal bone, Left second metacarpal bone,0
FMA (3.2),24510, Left second metatarsal bone, Left second metatarsal bone,0
FMA (3.2),81554, Left second posterior cervical intertransversarius, Left second posterior cervical intertransversarius,0
FMA (3.2),8012, Left second rib, Left second rib,0
FMA (3.2),6431, Left second sacral nerve, Left second sacral nerve,0
FMA (3.2),6089, Left second thoracic nerve, Left second thoracic nerve,0
FMA (3.2),81509, Left second thoracic rotator, Left second thoracic rotator,0
FMA (3.2),54769, Left sellar sphenoidal sinus, Left sellar sphenoidal sinus,0
FMA (3.2),22449, Left semimembranosus, Left semimembranosus,0
FMA (3.2),45083, Left semimembranous bursa, Left semimembranous bursa,0
FMA (3.2),19388, Left seminal vesicle, Left seminal vesicle,0
FMA (3.2),22877, Left semispinalis capitis, Left semispinalis capitis,0
FMA (3.2),22875, Left semispinalis cervicis, Left semispinalis cervicis,0
FMA (3.2),22873, Left semispinalis thoracis, Left semispinalis thoracis,0
FMA (3.2),22359, Left semitendinosus, Left semitendinosus,0
FMA (3.2),13399, Left serratus anterior, Left serratus anterior,0
FMA (3.2),13406, Left serratus posterior inferior, Left serratus posterior inferior,0
FMA (3.2),13404, Left serratus posterior superior, Left serratus posterior superior,0
FMA (3.2),223193, Left set of olfactory nerves, Left set of olfactory nerves,0
